,WT2_S2_L001,WT1_S1_L001,KO1_S4_L001,WT3_S3_L001,KO2_S5_L001,KO3_S6_L001
ENSMUSG00000029405,4291.8,3515.04,4199.81,3902.29,3083.9,3776.18
ENSMUSG00000029406,800.0,556.0,685.0,623.0,544.0,644.0
ENSMUSG00000029407,4205.0,3850.0,4151.0,4053.0,3421.0,4092.0
ENSMUSG00000029408,364.0,384.0,416.0,534.0,408.0,428.0
ENSMUSG00000029409,0.0,2.0,0.0,0.0,0.0,1.0
ENSMUSG00000029410,71.0,63.0,74.0,71.0,52.0,56.0
ENSMUSG00000029413,1610.0,1803.0,2120.0,1976.0,1678.0,2075.0
ENSMUSG00000029414,91.0,69.0,94.0,98.0,74.0,112.0
ENSMUSG00000029415,494.0,383.0,502.0,522.0,404.0,472.0
ENSMUSG00000029416,577.55,534.0,482.0,517.0,372.0,463.0
ENSMUSG00000029417,71.0,66.0,15.0,52.0,71.0,9.0
ENSMUSG00000029419,51.69,56.0,76.0,81.0,48.0,85.0
ENSMUSG00000029420,20.0,10.0,6.0,6.0,2.0,6.0
ENSMUSG00000029422,1737.99,1729.0,2232.0,1791.0,1457.0,1749.99
ENSMUSG00000029423,0.0,0.0,2.0,0.0,0.0,0.0
ENSMUSG00000029426,3550.0,3300.0,4024.0,3601.0,2902.0,3683.0
ENSMUSG00000029427,1128.0,1164.0,1225.0,1115.0,887.0,1078.0
ENSMUSG00000029428,3304.0,3573.0,3894.0,3714.0,2593.0,3433.0
ENSMUSG00000029430,5187.03,6135.53,5196.89,6471.62,5004.15,6703.07
ENSMUSG00000029431,132.09,118.27,70.74,88.46,47.88,193.02
ENSMUSG00000029432,2046.0,1910.0,2153.0,2365.0,2322.0,2165.0
ENSMUSG00000029433,2097.38,3124.49,2854.72,3220.39,2454.97,3446.57
ENSMUSG00000029434,1730.0,1405.0,1836.0,1614.0,1319.0,1441.0
ENSMUSG00000029436,186.0,252.0,204.0,229.0,170.0,161.0
ENSMUSG00000029437,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029438,5849.0,5950.0,7355.0,5768.0,4642.0,6104.0
ENSMUSG00000029439,1540.0,1871.0,2180.0,1788.0,1445.0,2090.0
ENSMUSG00000029440,925.0,1047.0,960.0,1225.0,1179.0,1409.0
ENSMUSG00000029442,1158.0,1034.0,1049.0,1073.0,1030.0,1272.0
ENSMUSG00000029445,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUSG00000029446,850.18,868.89,751.2,935.89,947.06,964.21
ENSMUSG00000029447,4258.82,5087.11,4899.8,5308.11,3694.94,5677.79
ENSMUSG00000029449,115.37,153.56,178.66,149.28,118.51,161.4
ENSMUSG00000029451,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029452,98.9,109.63,116.2,134.63,92.98,78.13
ENSMUSG00000029454,1505.6,1763.09,1714.31,1909.03,1471.19,1839.86
ENSMUSG00000029455,38125.0,43807.0,41208.98,45320.0,31704.0,43733.99
ENSMUSG00000029456,473.15,461.93,465.43,459.76,342.53,441.04
ENSMUSG00000029458,1868.0,1890.0,2063.0,2086.0,1657.0,2042.0
ENSMUSG00000029461,2599.0,2211.0,2746.0,2604.0,1696.0,1955.0
ENSMUSG00000029462,1765.98,1957.07,1792.31,2155.48,1761.34,1810.57
ENSMUSG00000029463,1442.03,1689.0,1733.38,1703.42,1545.07,1814.9
ENSMUSG00000029464,676.99,637.93,755.31,721.1,638.59,764.53
ENSMUSG00000029465,3662.0,4525.0,3734.0,4842.0,3909.0,4851.0
ENSMUSG00000029466,1074.0,1213.0,1276.0,1300.0,1014.0,1343.0
ENSMUSG00000029467,13532.0,9758.0,11686.0,11048.0,7461.0,9970.0
ENSMUSG00000029468,157.0,124.0,131.0,137.0,140.0,107.0
ENSMUSG00000029469,2218.0,2317.0,2855.0,2506.0,2027.0,2522.0
ENSMUSG00000029470,1966.0,2032.0,1933.0,2136.0,2422.0,1855.0
ENSMUSG00000029471,996.0,929.0,1184.0,1119.0,852.0,1218.0
ENSMUSG00000029472,4025.0,4565.97,4846.0,4675.82,4417.0,4953.89
ENSMUSG00000029474,1904.08,1798.48,1844.68,1932.07,1665.63,1843.23
ENSMUSG00000029475,721.4,554.45,682.95,617.57,600.64,543.01
ENSMUSG00000029477,91.73,16.37,26.2,52.48,137.71,111.56
ENSMUSG00000029478,4391.0,3619.58,4842.0,4118.72,2503.0,3400.0
ENSMUSG00000029480,1124.0,1176.0,1381.0,1074.0,907.0,1137.0
ENSMUSG00000029482,1419.0,1876.0,1616.0,1907.0,1039.0,1767.0
ENSMUSG00000029484,401.0,385.0,315.0,417.0,344.0,446.0
ENSMUSG00000029486,354.0,419.0,412.0,454.0,398.0,494.0
ENSMUSG00000029490,16.0,26.0,20.0,30.0,18.0,24.0
ENSMUSG00000029491,0.0,0.0,2.0,0.0,1.0,1.0
ENSMUSG00000029499,226.0,350.0,205.0,350.0,183.0,272.0
ENSMUSG00000029500,1151.0,1122.0,1322.0,1252.0,959.0,1199.0
ENSMUSG00000029501,2024.13,1811.97,1906.05,1803.65,1338.99,1679.32
ENSMUSG00000029502,1670.0,1500.0,1831.0,1359.0,1048.0,1340.0
ENSMUSG00000029503,253.0,295.0,436.0,322.0,379.0,320.0
ENSMUSG00000029504,547.0,453.0,534.0,530.0,397.0,489.0
ENSMUSG00000029505,2918.01,2228.0,3142.32,2705.78,1893.0,2254.03
ENSMUSG00000029507,397.28,442.99,441.5,458.54,398.55,532.36
ENSMUSG00000029510,353.76,409.0,390.46,336.0,267.0,406.0
ENSMUSG00000029512,1648.0,1481.0,1780.0,1459.0,1350.0,1390.0
ENSMUSG00000029513,1136.0,1062.0,1243.0,1286.0,1199.0,1089.0
ENSMUSG00000029516,235.0,152.0,250.0,150.0,171.0,162.0
ENSMUSG00000029517,0.0,0.0,0.0,0.0,2.0,0.0
ENSMUSG00000029518,1435.0,1318.0,1444.0,1665.0,1213.0,1431.0
ENSMUSG00000029521,164.0,117.0,133.0,156.0,206.0,161.0
ENSMUSG00000029522,0.0,0.0,2.0,0.0,0.0,0.0
ENSMUSG00000029524,266.0,313.0,313.0,280.0,271.0,369.0
ENSMUSG00000029526,0.0,0.0,0.0,2.0,0.0,0.0
ENSMUSG00000029528,1906.0,1820.0,1859.0,2018.0,1564.0,1852.0
ENSMUSG00000029530,10.33,16.59,12.23,21.33,21.0,6.15
ENSMUSG00000029534,338.0,308.0,245.0,326.0,310.0,306.0
ENSMUSG00000029535,809.0,916.0,814.0,1008.0,831.0,908.0
ENSMUSG00000029536,1237.0,1099.0,1358.0,1345.0,1098.0,1134.0
ENSMUSG00000029538,1008.0,1320.0,1211.0,1308.0,1037.0,1471.0
ENSMUSG00000029541,20.0,3.0,10.0,12.0,8.0,6.0
ENSMUSG00000029544,96.0,138.0,110.0,110.0,100.0,115.0
ENSMUSG00000029545,752.0,1018.0,851.0,986.0,751.0,838.0
ENSMUSG00000029546,4667.0,6315.0,5057.0,6110.0,3065.0,3930.0
ENSMUSG00000029547,2634.0,2810.0,3072.0,2729.0,1924.0,2553.0
ENSMUSG00000029550,2625.67,2666.42,3579.14,2827.53,2313.35,3203.56
ENSMUSG00000029551,340.0,507.0,363.0,505.0,357.0,584.0
ENSMUSG00000029552,1216.96,965.0,979.0,1062.0,963.0,1063.0
ENSMUSG00000029553,60.0,58.0,22.0,67.0,46.0,64.0
ENSMUSG00000029554,610.0,741.0,780.0,688.0,578.0,768.0
ENSMUSG00000029556,3.0,5.02,9.07,7.0,9.04,14.07
ENSMUSG00000029557,303.0,348.0,317.0,381.0,287.0,419.0
ENSMUSG00000029559,2065.0,2922.98,2782.93,2925.0,2247.96,3120.93
ENSMUSG00000029560,582.0,679.0,573.0,694.0,591.0,803.0
ENSMUSG00000029561,379.0,440.0,402.0,316.0,388.0,343.0
ENSMUSG00000029563,69.0,90.0,97.0,78.0,50.0,107.0
ENSMUSG00000029564,1.0,0.0,0.0,1.0,0.0,0.0
ENSMUSG00000029569,826.0,728.0,719.0,719.0,565.0,689.0
ENSMUSG00000029570,400.0,356.0,381.0,339.0,491.0,475.0
ENSMUSG00000029571,4115.0,3167.0,4056.0,3756.0,2690.0,3219.0
ENSMUSG00000029575,599.0,644.0,675.0,681.0,524.0,599.0
ENSMUSG00000029576,37.0,39.0,80.0,45.0,33.0,58.0
ENSMUSG00000029577,4050.0,3965.0,4809.0,4093.0,3142.0,3737.0
ENSMUSG00000029578,3328.0,3352.0,3662.0,3466.0,2896.0,3467.0
ENSMUSG00000029580,36651.59,42817.36,44675.86,43405.5,37806.27,53885.26
ENSMUSG00000029581,688.0,853.0,894.0,875.0,692.0,1119.0
ENSMUSG00000029586,0.0,0.0,0.0,0.0,1.0,0.0
ENSMUSG00000029587,1099.0,989.0,1087.0,1091.0,846.0,997.0
ENSMUSG00000029591,97.0,91.0,110.0,93.0,138.0,133.0
ENSMUSG00000029592,1280.57,1336.37,1529.11,1402.03,1145.02,1430.17
ENSMUSG00000029594,430.99,455.0,534.0,510.98,356.0,554.98
ENSMUSG00000029595,0.0,1.0,0.0,0.0,0.0,0.0
ENSMUSG00000029596,121.0,181.0,133.0,193.0,115.0,198.0
ENSMUSG00000029597,1.0,0.0,1.0,2.0,0.0,1.0
ENSMUSG00000029598,1675.0,1813.0,2102.0,2116.0,1702.0,1976.0
ENSMUSG00000029599,1914.14,2091.97,2205.57,2430.79,1881.58,2553.68
ENSMUSG00000029600,347.0,388.85,328.56,372.58,318.41,357.39
ENSMUSG00000029601,449.0,456.15,531.44,422.42,526.59,614.61
ENSMUSG00000029602,64.0,25.0,33.0,25.0,137.0,30.0
ENSMUSG00000029603,4830.0,5717.0,6598.0,5928.0,4117.0,5689.0
ENSMUSG00000029605,52.0,66.0,59.0,49.0,63.0,78.0
ENSMUSG00000029607,12.03,11.0,11.0,7.0,4.01,13.02
ENSMUSG00000029608,17.0,13.0,0.0,13.0,9.0,6.0
ENSMUSG00000029610,559.29,707.29,573.71,800.66,663.67,749.72
ENSMUSG00000029613,2216.68,2233.71,2607.29,2557.34,2086.31,2483.26
ENSMUSG00000029614,12101.55,15975.68,13375.12,17121.55,17156.53,18560.95
ENSMUSG00000029616,3039.36,4677.34,3531.44,4513.53,3177.44,5426.24
ENSMUSG00000029617,2060.0,2170.0,2282.0,2395.0,2032.0,2245.0
ENSMUSG00000029618,37.0,48.0,36.0,20.0,55.0,33.0
ENSMUSG00000029620,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029621,3734.0,4524.0,4420.0,4525.0,3850.0,5308.0
ENSMUSG00000029622,2830.39,2934.2,2581.73,3455.37,2914.95,2725.82
ENSMUSG00000029623,3825.71,4683.86,4362.43,4800.87,3521.11,4968.33
ENSMUSG00000029624,461.59,462.02,380.65,442.1,395.37,432.91
ENSMUSG00000029625,1007.0,1534.0,996.0,1375.0,935.0,1278.0
ENSMUSG00000029627,367.0,511.0,394.0,475.0,344.0,499.0
ENSMUSG00000029629,1167.0,1245.0,1243.0,1242.0,1048.0,1376.0
ENSMUSG00000029630,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029632,6389.0,9353.0,7199.0,9883.0,6537.0,10649.0
ENSMUSG00000029633,14.27,12.31,7.7,0.0,26.86,7.53
ENSMUSG00000029634,1878.0,1476.0,1809.0,1718.0,1212.0,1221.0
ENSMUSG00000029635,625.0,731.0,788.0,728.0,654.0,748.0
ENSMUSG00000029636,359.0,249.0,249.0,325.0,195.0,243.0
ENSMUSG00000029638,561.86,921.71,1087.41,624.0,825.15,1108.23
ENSMUSG00000029640,2831.0,2559.0,3386.99,3106.99,2217.0,2853.0
ENSMUSG00000029641,538.0,515.0,236.0,767.0,200.0,468.0
ENSMUSG00000029642,1708.94,2165.72,1698.1,2196.63,2163.27,2617.31
ENSMUSG00000029644,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029646,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029647,1277.0,1568.0,1560.0,1480.0,932.0,1488.0
ENSMUSG00000029648,232.0,227.0,360.0,202.0,221.0,272.0
ENSMUSG00000029649,2876.0,4080.0,3139.0,4308.0,2835.0,4699.0
ENSMUSG00000029650,1347.0,1308.0,1404.0,1451.0,1361.0,1350.0
ENSMUSG00000029651,79.0,49.0,68.0,66.0,86.0,34.0
ENSMUSG00000029655,1045.0,1090.0,1197.0,1105.0,884.0,1192.0
ENSMUSG00000029656,0.0,0.0,0.0,0.0,2.0,0.0
ENSMUSG00000029657,5909.0,5197.0,3037.0,3416.0,1837.0,3984.0
ENSMUSG00000029658,137.0,89.0,106.0,92.0,154.0,178.0
ENSMUSG00000029659,72.0,63.0,67.0,76.0,56.0,71.0
ENSMUSG00000029660,77.0,126.0,93.0,138.0,138.0,170.0
ENSMUSG00000029661,34804.0,41049.0,70032.0,43012.0,45398.0,74420.0
ENSMUSG00000029663,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029664,0.0,0.0,8.0,5.0,3.0,3.0
ENSMUSG00000029669,2081.0,1690.0,1724.0,2064.0,1701.0,1527.0
ENSMUSG00000029670,815.0,773.0,762.0,837.0,510.0,693.0
ENSMUSG00000029671,9.0,11.0,17.0,10.0,23.0,10.0
ENSMUSG00000029672,2087.0,2165.0,2138.0,2311.0,1700.0,2104.0
ENSMUSG00000029673,3713.0,2951.0,2999.0,3103.0,1606.0,2671.0
ENSMUSG00000029674,1261.0,1230.0,1536.0,1379.0,1116.0,1258.0
ENSMUSG00000029675,365.96,431.0,512.98,462.09,326.0,549.97
ENSMUSG00000029676,571.0,500.0,611.0,537.0,469.0,553.0
ENSMUSG00000029678,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029679,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029680,0.0,0.0,1.0,0.0,0.0,0.0
ENSMUSG00000029681,1884.0,2403.0,2092.0,2491.0,1709.0,2545.0
ENSMUSG00000029682,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029683,22.0,0.0,13.0,0.0,12.0,3.0
ENSMUSG00000029684,1523.0,1207.0,1428.0,1245.0,993.0,1164.0
ENSMUSG00000029685,24.0,11.0,15.0,10.0,5.0,10.0
ENSMUSG00000029686,3396.23,3553.11,3704.04,3822.25,2840.35,3194.0
ENSMUSG00000029687,674.0,656.0,883.0,726.0,572.0,938.0
ENSMUSG00000029695,498.0,374.0,587.0,460.0,541.0,371.0
ENSMUSG00000029697,1933.0,1779.0,2761.0,1937.0,1773.0,1966.0
ENSMUSG00000029699,104.0,90.0,83.0,123.0,83.0,78.0
ENSMUSG00000029700,0.0,4.0,0.0,0.0,2.0,0.0
ENSMUSG00000029701,1123.0,1195.0,1423.0,1203.0,931.0,1023.0
ENSMUSG00000029703,841.82,983.05,1028.73,915.72,845.65,1094.17
ENSMUSG00000029705,3393.0,3123.0,3735.0,3378.0,3107.0,3022.0
ENSMUSG00000029706,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029707,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029708,831.53,733.0,765.42,720.5,553.18,715.48
ENSMUSG00000029710,878.0,762.0,961.0,840.0,909.0,846.0
ENSMUSG00000029711,4.0,2.0,0.0,0.0,0.0,0.0
ENSMUSG00000029712,85.0,134.0,149.0,108.0,124.0,176.0
ENSMUSG00000029713,5238.0,5801.0,5187.0,6474.0,5277.0,6596.0
ENSMUSG00000029714,1086.0,1141.0,1177.0,1043.0,752.0,1363.0
ENSMUSG00000029715,355.0,434.0,422.0,444.0,356.0,608.0
ENSMUSG00000029716,20.0,16.0,19.0,17.0,23.0,25.0
ENSMUSG00000029718,2356.0,3092.0,3300.0,3181.0,2716.0,4428.0
ENSMUSG00000029720,478.13,470.76,304.92,487.24,188.46,384.28
ENSMUSG00000029722,770.0,729.0,869.0,836.0,831.0,722.0
ENSMUSG00000029723,2322.0,2737.0,2608.0,3146.0,2488.0,2970.0
ENSMUSG00000029725,442.0,740.0,523.0,654.0,478.0,807.0
ENSMUSG00000029726,2010.0,2515.0,2359.0,2416.0,1897.0,3072.0
ENSMUSG00000029727,2928.0,3561.0,2944.0,3856.0,2322.0,3603.0
ENSMUSG00000029729,1784.0,1716.0,2132.55,1668.58,1308.25,1920.88
ENSMUSG00000029730,998.51,1114.64,1189.74,1041.07,906.48,1418.38
ENSMUSG00000029735,337.0,288.0,298.0,321.0,281.0,250.0
ENSMUSG00000029736,1.0,11.0,5.0,7.0,8.0,15.0
ENSMUSG00000029752,4495.0,5584.0,1711.0,5394.0,3204.0,4923.0
ENSMUSG00000029754,402.0,506.0,465.0,502.0,386.0,550.0
ENSMUSG00000029755,530.0,590.0,770.0,591.0,576.0,674.0
ENSMUSG00000029757,86.0,80.0,76.0,142.0,90.0,114.0
ENSMUSG00000029759,5252.0,3682.0,4076.0,4556.0,3293.0,3115.0
ENSMUSG00000029761,3513.0,2949.0,3246.0,3546.0,2454.0,3302.0
ENSMUSG00000029762,59.0,47.0,72.0,72.0,75.0,92.0
ENSMUSG00000029763,1718.0,1491.0,1826.0,1735.0,1357.0,1368.0
ENSMUSG00000029765,5901.0,4295.0,5475.0,4776.0,2579.0,3813.85
ENSMUSG00000029766,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029767,3479.0,3595.0,3426.0,3622.0,2895.0,3528.0
ENSMUSG00000029769,230.0,271.0,329.0,309.0,273.0,344.0
ENSMUSG00000029771,160.24,149.43,169.69,188.06,227.41,195.02
ENSMUSG00000029772,4832.86,3746.64,5193.76,4452.79,2843.0,3375.73
ENSMUSG00000029775,2793.0,2535.0,3122.0,2832.0,2100.0,2917.0
ENSMUSG00000029776,2620.0,2737.0,2613.0,2904.0,2343.0,2756.0
ENSMUSG00000029777,3158.0,3543.0,3925.0,3695.0,3366.0,3785.0
ENSMUSG00000029778,42.0,28.0,17.0,51.0,19.0,20.0
ENSMUSG00000029780,782.0,932.0,913.0,1045.0,910.0,861.0
ENSMUSG00000029781,2907.0,3036.0,3055.0,3498.0,2263.0,3059.0
ENSMUSG00000029782,881.0,789.0,1237.0,854.0,846.0,958.0
ENSMUSG00000029784,26.0,38.0,37.0,34.0,17.0,24.0
ENSMUSG00000029787,3034.0,2143.0,2518.0,2505.0,1645.0,1803.0
ENSMUSG00000029788,3.0,0.0,1.0,2.0,1.0,2.0
ENSMUSG00000029790,449.0,497.0,588.0,498.0,367.0,512.0
ENSMUSG00000029797,507.0,345.0,459.0,370.0,318.0,398.0
ENSMUSG00000029798,136.0,84.0,93.0,85.0,74.0,80.0
ENSMUSG00000029802,216.0,203.0,168.0,191.0,240.0,251.0
ENSMUSG00000029804,2325.0,1682.0,3082.0,2421.0,1686.0,1858.0
ENSMUSG00000029810,4812.0,5073.0,4857.0,5732.0,6444.0,8168.0
ENSMUSG00000029811,69.0,17.0,41.0,57.0,135.0,74.0
ENSMUSG00000029813,4.0,1.0,0.0,3.0,2.0,2.0
ENSMUSG00000029814,6.71,4.6,0.0,1.54,1.35,6.64
ENSMUSG00000029815,371.29,459.4,394.0,459.46,329.65,436.36
ENSMUSG00000029816,110.0,118.0,209.0,166.0,164.0,184.0
ENSMUSG00000029817,2585.0,2796.0,2422.0,2416.0,1368.0,3282.0
ENSMUSG00000029819,203.0,421.0,169.0,384.0,184.0,264.0
ENSMUSG00000029821,130.0,191.0,170.0,170.0,134.0,225.0
ENSMUSG00000029822,2288.0,1916.0,2092.0,1953.0,1400.0,1720.0
ENSMUSG00000029823,3776.84,3155.25,3917.1,3482.33,2449.05,3551.0
ENSMUSG00000029826,2360.0,2429.0,2521.0,2293.0,1945.0,2231.0
ENSMUSG00000029828,33.0,26.0,27.0,43.0,22.0,25.0
ENSMUSG00000029829,785.0,807.0,801.0,923.0,772.0,1137.0
ENSMUSG00000029830,4093.0,4047.0,3518.0,4865.0,2359.0,3120.0
ENSMUSG00000029831,1.0,4.0,6.0,0.0,5.0,0.0
ENSMUSG00000029832,781.0,716.0,856.0,911.0,686.0,751.0
ENSMUSG00000029833,2397.0,2330.0,3379.0,2415.0,2162.0,2594.0
ENSMUSG00000029836,4477.75,4851.16,5317.78,5015.99,3732.21,5510.52
ENSMUSG00000029837,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029838,4114.0,5420.0,5176.0,5842.0,4085.0,6154.0
ENSMUSG00000029840,6830.0,5684.0,6747.0,6365.0,4906.0,5687.0
ENSMUSG00000029843,7.0,22.0,10.0,19.0,7.0,12.0
ENSMUSG00000029844,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029847,5.0,8.0,14.0,12.0,10.0,13.0
ENSMUSG00000029848,1.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029851,225.0,206.0,245.0,188.0,199.0,223.0
ENSMUSG00000029859,296.88,300.37,345.77,299.36,335.73,288.68
ENSMUSG00000029860,1367.12,1447.31,1396.23,1511.64,1118.27,1449.32
ENSMUSG00000029861,750.59,769.0,1060.25,744.51,631.78,702.0
ENSMUSG00000029862,7.41,3.0,8.75,4.49,3.22,1.0
ENSMUSG00000029863,638.0,526.0,641.0,548.0,484.0,544.0
ENSMUSG00000029864,906.0,1299.0,918.0,1271.0,991.0,1386.0
ENSMUSG00000029865,2.0,1.0,2.0,0.0,0.0,2.0
ENSMUSG00000029866,12.0,8.0,9.0,1.0,46.0,1.0
ENSMUSG00000029867,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029868,27.0,10.0,7.0,4.0,49.0,7.0
ENSMUSG00000029869,584.0,618.0,438.0,562.0,389.0,583.0
ENSMUSG00000029875,3048.0,3613.0,3950.0,3834.0,2656.0,4310.0
ENSMUSG00000029878,216.0,279.0,199.0,252.0,122.0,295.0
ENSMUSG00000029882,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029883,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029885,7389.0,3898.0,6397.0,5335.0,5903.0,4683.0
ENSMUSG00000029909,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029910,289.0,292.0,329.0,302.0,345.0,341.0
ENSMUSG00000029911,700.51,917.81,803.4,959.01,713.55,1025.23
ENSMUSG00000029913,60.0,67.0,69.0,78.0,73.0,56.0
ENSMUSG00000029915,50.0,58.0,57.0,63.0,59.0,64.0
ENSMUSG00000029916,276.12,249.22,296.71,308.53,245.59,299.99
ENSMUSG00000029917,0.0,1.0,1.0,0.0,2.0,2.0
ENSMUSG00000029918,1895.49,2473.25,1965.73,2596.95,1902.2,2608.24
ENSMUSG00000029919,141.0,73.0,76.0,109.0,87.0,103.0
ENSMUSG00000029920,1075.0,841.0,994.0,846.0,670.0,805.0
ENSMUSG00000029922,3512.55,3689.78,4148.92,3885.87,3396.91,4516.12
ENSMUSG00000029923,111.0,86.0,99.0,128.0,116.0,101.0
ENSMUSG00000029924,2850.0,2715.0,2900.0,2918.0,2265.0,2781.0
ENSMUSG00000029925,48.0,40.0,40.0,68.0,72.0,70.0
ENSMUSG00000029992,3663.0,2557.0,3303.0,2995.0,2904.0,2682.0
ENSMUSG00000029993,1264.0,1468.0,1400.0,1693.0,1298.0,1777.0
ENSMUSG00000029994,1150.0,880.0,934.0,1065.0,830.0,892.0
ENSMUSG00000029998,3611.0,4177.0,5701.0,4563.0,4230.0,4643.0
ENSMUSG00000029999,1283.0,998.0,1241.0,1103.0,829.0,911.0
ENSMUSG00000030000,1675.0,951.0,1481.0,1274.0,1076.0,652.0
ENSMUSG00000030001,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000030002,2407.0,2183.0,2782.0,2145.0,1658.0,2265.0
ENSMUSG00000030004,236.49,391.46,277.53,417.52,348.04,420.54
ENSMUSG00000030007,6149.8,7071.81,5737.5,6783.04,5329.19,7225.78
ENSMUSG00000030008,452.2,576.19,493.5,608.96,467.81,523.22
ENSMUSG00000030016,3138.0,3088.0,3336.0,2959.0,1849.0,2885.0
ENSMUSG00000030017,15496.0,3768.0,7425.0,10281.0,23189.0,20355.0
ENSMUSG00000030019,1773.92,1640.37,1860.91,1961.94,1313.0,1860.96
ENSMUSG00000030020,358.0,254.0,343.0,308.0,224.0,258.0
ENSMUSG00000030022,289.0,260.0,337.99,304.37,209.31,283.8
ENSMUSG00000030029,2421.0,1910.0,2203.0,2455.0,1639.0,1687.0
ENSMUSG00000030030,2143.0,2767.0,2710.0,2983.0,2019.0,3044.0
ENSMUSG00000030031,352.0,356.0,311.0,300.0,209.0,269.0
ENSMUSG00000030032,2500.16,3131.03,3437.08,3399.89,2878.78,4431.23
ENSMUSG00000030034,795.0,991.0,997.0,1059.0,965.0,1228.0
ENSMUSG00000030035,4875.0,6006.0,5185.0,6140.0,5172.0,6376.0
ENSMUSG00000030036,1749.0,1916.0,1776.0,2053.0,1471.0,2075.0
ENSMUSG00000030037,656.7,834.99,531.5,857.56,783.56,887.53
ENSMUSG00000030041,4.0,5.0,9.0,10.0,8.0,12.0
ENSMUSG00000030042,1028.0,1222.0,1029.0,1304.0,863.0,1259.0
ENSMUSG00000030043,266.0,38.0,102.0,158.0,326.0,250.0
ENSMUSG00000030045,616.72,699.65,724.41,727.2,591.0,751.29
ENSMUSG00000030046,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000030047,69.0,70.0,86.0,83.0,84.0,72.0
ENSMUSG00000030048,1466.0,2214.0,1579.0,2479.0,1319.0,2161.0
ENSMUSG00000030049,1.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000030050,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000030051,297.0,331.0,344.0,356.0,274.0,355.0
ENSMUSG00000030054,39.0,16.0,5.0,3.0,16.0,13.0
ENSMUSG00000030055,3117.0,2624.0,2803.0,2929.0,2580.0,2117.0
ENSMUSG00000030056,563.0,599.0,588.0,665.0,542.0,725.0
ENSMUSG00000030057,10103.0,11371.0,10984.0,12304.0,9874.0,11792.0
ENSMUSG00000030058,4851.43,4949.31,5290.6,5314.4,4186.07,4901.62
ENSMUSG00000030059,1308.0,899.0,1305.0,1100.0,922.0,845.0
ENSMUSG00000030060,408.0,613.0,558.0,576.0,395.0,669.0
ENSMUSG00000030061,1251.0,1033.0,1140.0,1258.0,930.0,922.0
ENSMUSG00000030062,9066.0,9421.0,9113.0,9853.0,7988.0,10440.0
ENSMUSG00000030064,2472.0,2062.0,2999.0,2334.0,1791.0,2226.0
ENSMUSG00000030067,1715.38,1477.98,1781.83,1536.89,1029.0,1623.0
ENSMUSG00000030068,10.33,2.07,14.1,5.21,0.0,1.05
ENSMUSG00000030069,1.0,0.0,4.0,0.0,1.0,0.0
ENSMUSG00000030074,195.0,146.0,152.0,180.0,154.0,264.0
ENSMUSG00000030075,20.0,21.0,25.0,12.0,17.0,30.0
ENSMUSG00000030077,211.0,159.0,246.0,184.0,121.0,138.0
ENSMUSG00000030079,727.2,854.11,750.23,899.18,762.59,952.07
ENSMUSG00000030082,9279.0,9445.0,9487.0,9385.0,8223.0,8717.0
ENSMUSG00000030083,774.0,977.0,917.0,872.0,868.0,1213.0
ENSMUSG00000030084,11126.99,9221.69,9681.2,9420.38,5147.76,6960.85
ENSMUSG00000030086,1271.0,1653.0,1317.0,1723.0,1684.0,1852.0
ENSMUSG00000030087,1200.0,1340.0,988.0,1447.0,1280.0,1119.0
ENSMUSG00000030088,1092.0,1593.0,1515.0,1717.0,1037.0,1430.0
ENSMUSG00000030089,63.0,61.0,117.0,77.0,76.0,82.0
ENSMUSG00000030091,1195.0,1114.0,1309.0,1130.0,895.0,1204.0
ENSMUSG00000030092,4.0,10.0,23.0,13.0,12.0,1.0
ENSMUSG00000030093,2.0,1.0,1.0,2.0,1.0,0.0
